"clicked","monthclust","value"
"Casual Winners/Mar-12","Moderate Miscellanea/Oct-12","13"
"Casual Winners/Mar-12","Casual/Nov-12","24"
"Casual Winners/Mar-12","Hardcore/Nov-12","27"
"Casual Winners/Mar-12","Moderate Farmers/Nov-12","19"
"Casual Winners/Mar-12","Moderate Miscellanea/Nov-12","9"
"Casual Winners/Mar-12","Forum/Nov-12","6"
"Casual Winners/Mar-12","Casual/Dec-12","9"
"Casual Winners/Mar-12","Moderate Farmers/Dec-12","12"
"Casual Winners/Mar-12","Moderate Miscellanea/Dec-12","6"
"Casual Winners/Mar-12","Hardcore/Dec-12","9"
"Casual Winners/Mar-12","Forum/Dec-12","2"
"Moderate Miscellanea/Mar-12","Moderate Farmers/Nov-11","26"
"Moderate Miscellanea/Mar-12","Casual Winners/Nov-11","35"
"Moderate Miscellanea/Mar-12","Casual Losers/Nov-11","31"
"Moderate Miscellanea/Mar-12","Forum/Nov-11","9"
"Moderate Miscellanea/Mar-12","Moderate/Nov-11","60"
"Moderate Miscellanea/Mar-12","Hardcore/Nov-11","76"
"Moderate Miscellanea/Mar-12","Casual Winners/Dec-11","32"
"Moderate Miscellanea/Mar-12","Casual Losers/Dec-11","35"
"Moderate Miscellanea/Mar-12","Moderate Farmers/Dec-11","85"
"Moderate Miscellanea/Mar-12","Hardcore/Dec-11","104"
"Moderate Miscellanea/Mar-12","Forum/Dec-11","34"
"Moderate Miscellanea/Mar-12","Moderate/Dec-11","32"
"Moderate Miscellanea/Mar-12","Moderate Losers/Jan-12","28"
"Moderate Miscellanea/Mar-12","Moderate Miscellanea/Jan-12","81"
"Moderate Miscellanea/Mar-12","Casual Losers/Jan-12","40"
"Moderate Miscellanea/Mar-12","Hardcore/Jan-12","99"
"Moderate Miscellanea/Mar-12","Casual Winners/Jan-12","38"
"Moderate Miscellanea/Mar-12","Forum/Jan-12","24"
"Moderate Miscellanea/Mar-12","Moderate Farmers/Jan-12","26"
"Moderate Miscellanea/Mar-12","Moderate Farmers/Feb-12","67"
"Moderate Miscellanea/Mar-12","Moderate Losers/Feb-12","70"
"Moderate Miscellanea/Mar-12","Casual Losers/Feb-12","29"
"Moderate Miscellanea/Mar-12","Hardcore/Feb-12","133"
"Moderate Miscellanea/Mar-12","Casual Winners/Feb-12","30"
"Moderate Miscellanea/Mar-12","Forum/Feb-12","16"
"Moderate Miscellanea/Mar-12","Casual Forum/Feb-12","10"
"Moderate Miscellanea/Mar-12","Casual Forum/Mar-12","0"
"Moderate Miscellanea/Mar-12","Casual Winners/Mar-12","0"
"Moderate Miscellanea/Mar-12","Moderate Miscellanea/Mar-12","498"
"Moderate Miscellanea/Mar-12","Casual Losers/Mar-12","0"
"Moderate Miscellanea/Mar-12","Hardcore/Mar-12","0"
"Moderate Miscellanea/Mar-12","Forum/Mar-12","0"
"Moderate Miscellanea/Mar-12","Moderate Farmers/Mar-12","0"
"Moderate Miscellanea/Mar-12","Casual Winners/Apr-12","57"
"Moderate Miscellanea/Mar-12","Casual Losers/Apr-12","38"
"Moderate Miscellanea/Mar-12","Casual Forum/Apr-12","7"
"Moderate Miscellanea/Mar-12","Moderate Miscellanea/Apr-12","126"
"Moderate Miscellanea/Mar-12","Moderate Farmers/Apr-12","35"
"Moderate Miscellanea/Mar-12","Forum/Apr-12","12"
"Moderate Miscellanea/Mar-12","Hardcore/Apr-12","87"
"Moderate Miscellanea/Mar-12","Hardcore/May-12","83"
"Moderate Miscellanea/Mar-12","Casual Forum/May-12","15"
"Moderate Miscellanea/Mar-12","Casual Winners/May-12","43"
"Moderate Miscellanea/Mar-12","Casual Losers/May-12","49"
"Moderate Miscellanea/Mar-12","Moderate Miscellanea/May-12","61"
"Moderate Miscellanea/Mar-12","Forum/May-12","15"
"Moderate Miscellanea/Mar-12","Moderate Farmers/May-12","41"
"Moderate Miscellanea/Mar-12","Hardcore/Jun-12","49"
"Moderate Miscellanea/Mar-12","Moderate Losers/Jun-12","29"
"Moderate Miscellanea/Mar-12","Moderate Miscellanea/Jun-12","56"
"Moderate Miscellanea/Mar-12","Casual Losers/Jun-12","28"
"Moderate Miscellanea/Mar-12","Moderate Farmers/Jun-12","22"
"Moderate Miscellanea/Mar-12","Forum/Jun-12","23"
"Moderate Miscellanea/Mar-12","Casual Winners/Jun-12","42"
"Moderate Miscellanea/Mar-12","Casual Winners/Jul-12","28"
"Moderate Miscellanea/Mar-12","Moderate Miscellanea/Jul-12","49"
"Moderate Miscellanea/Mar-12","Moderate Farmers/Jul-12","14"
"Moderate Miscellanea/Mar-12","Casual Losers/Jul-12","22"
"Moderate Miscellanea/Mar-12","Forum/Jul-12","8"
"Moderate Miscellanea/Mar-12","Hardcore/Jul-12","43"
"Moderate Miscellanea/Mar-12","Moderate Losers/Jul-12","25"
"Moderate Miscellanea/Mar-12","Hardcore/Aug-12","39"
"Moderate Miscellanea/Mar-12","Casual Losers/Aug-12","17"
"Moderate Miscellanea/Mar-12","Casual Winners/Aug-12","23"
"Moderate Miscellanea/Mar-12","Moderate Losers/Aug-12","32"
"Moderate Miscellanea/Mar-12","Moderate Winners/Aug-12","32"
"Moderate Miscellanea/Mar-12","Moderate Farmers/Aug-12","12"
"Moderate Miscellanea/Mar-12","Casual Winners/Sep-12","30"
"Moderate Miscellanea/Mar-12","Moderate Farmers/Sep-12","32"
"Moderate Miscellanea/Mar-12","Hardcore/Sep-12","32"
"Moderate Miscellanea/Mar-12","Casual Losers/Sep-12","13"
"Moderate Miscellanea/Mar-12","Moderate Losers/Sep-12","22"
"Moderate Miscellanea/Mar-12","Forum/Sep-12","9"
"Moderate Miscellanea/Mar-12","Hardcore/Oct-12","27"
"Moderate Miscellanea/Mar-12","Moderate Farmers/Oct-12","19"
"Moderate Miscellanea/Mar-12","Casual Losers/Oct-12","13"
"Moderate Miscellanea/Mar-12","Forum/Oct-12","10"
"Moderate Miscellanea/Mar-12","Casual Winners/Oct-12","26"
"Moderate Miscellanea/Mar-12","Moderate Miscellanea/Oct-12","27"
"Moderate Miscellanea/Mar-12","Casual/Nov-12","23"
"Moderate Miscellanea/Mar-12","Hardcore/Nov-12","35"
"Moderate Miscellanea/Mar-12","Moderate Farmers/Nov-12","24"
"Moderate Miscellanea/Mar-12","Moderate Miscellanea/Nov-12","14"
"Moderate Miscellanea/Mar-12","Forum/Nov-12","5"
"Moderate Miscellanea/Mar-12","Casual/Dec-12","16"
"Moderate Miscellanea/Mar-12","Moderate Farmers/Dec-12","10"
"Moderate Miscellanea/Mar-12","Moderate Miscellanea/Dec-12","18"
"Moderate Miscellanea/Mar-12","Hardcore/Dec-12","10"
"Moderate Miscellanea/Mar-12","Forum/Dec-12","1"
"Casual Losers/Mar-12","Moderate Farmers/Nov-11","28"
"Casual Losers/Mar-12","Casual Winners/Nov-11","32"
"Casual Losers/Mar-12","Casual Losers/Nov-11","34"
"Casual Losers/Mar-12","Forum/Nov-11","3"
"Casual Losers/Mar-12","Moderate/Nov-11","36"
"Casual Losers/Mar-12","Hardcore/Nov-11","36"
"Casual Losers/Mar-12","Casual Winners/Dec-11","40"
"Casual Losers/Mar-12","Casual Losers/Dec-11","42"
"Casual Losers/Mar-12","Moderate Farmers/Dec-11","65"
"Casual Losers/Mar-12","Hardcore/Dec-11","53"
"Casual Losers/Mar-12","Forum/Dec-11","13"
"Casual Losers/Mar-12","Moderate/Dec-11","34"
"Casual Losers/Mar-12","Moderate Losers/Jan-12","27"
"Casual Losers/Mar-12","Moderate Miscellanea/Jan-12","55"
"Casual Losers/Mar-12","Casual Losers/Jan-12","49"
"Casual Losers/Mar-12","Hardcore/Jan-12","34"
"Casual Losers/Mar-12","Casual Winners/Jan-12","43"
"Casual Losers/Mar-12","Forum/Jan-12","12"
"Casual Losers/Mar-12","Moderate Farmers/Jan-12","22"
"Casual Losers/Mar-12","Moderate Farmers/Feb-12","30"
"Casual Losers/Mar-12","Moderate Losers/Feb-12","74"
"Casual Losers/Mar-12","Casual Losers/Feb-12","45"
"Casual Losers/Mar-12","Hardcore/Feb-12","28"
"Casual Losers/Mar-12","Casual Winners/Feb-12","48"
"Casual Losers/Mar-12","Forum/Feb-12","3"
"Casual Losers/Mar-12","Casual Forum/Feb-12","9"
"Casual Losers/Mar-12","Casual Forum/Mar-12","0"
"Casual Losers/Mar-12","Casual Winners/Mar-12","0"
"Casual Losers/Mar-12","Moderate Miscellanea/Mar-12","0"
"Casual Losers/Mar-12","Casual Losers/Mar-12","471"
"Casual Losers/Mar-12","Hardcore/Mar-12","0"
"Casual Losers/Mar-12","Forum/Mar-12","0"
"Casual Losers/Mar-12","Moderate Farmers/Mar-12","0"
"Casual Losers/Mar-12","Casual Winners/Apr-12","58"
"Casual Losers/Mar-12","Casual Losers/Apr-12","47"
"Casual Losers/Mar-12","Casual Forum/Apr-12","6"
"Casual Losers/Mar-12","Moderate Miscellanea/Apr-12","46"
"Casual Losers/Mar-12","Moderate Farmers/Apr-12","22"
"Casual Losers/Mar-12","Forum/Apr-12","6"
"Casual Losers/Mar-12","Hardcore/Apr-12","28"
"Casual Losers/Mar-12","Hardcore/May-12","29"
"Casual Losers/Mar-12","Casual Forum/May-12","9"
"Casual Losers/Mar-12","Casual Winners/May-12","54"
"Casual Losers/Mar-12","Casual Losers/May-12","29"
"Casual Losers/Mar-12","Moderate Miscellanea/May-12","44"
"Casual Losers/Mar-12","Forum/May-12","11"
"Casual Losers/Mar-12","Moderate Farmers/May-12","21"
"Casual Losers/Mar-12","Hardcore/Jun-12","23"
"Casual Losers/Mar-12","Moderate Losers/Jun-12","21"
"Casual Losers/Mar-12","Moderate Miscellanea/Jun-12","26"
"Casual Losers/Mar-12","Casual Losers/Jun-12","40"
"Casual Losers/Mar-12","Moderate Farmers/Jun-12","6"
"Casual Losers/Mar-12","Forum/Jun-12","10"
"Casual Losers/Mar-12","Casual Winners/Jun-12","28"
"Casual Losers/Mar-12","Casual Winners/Jul-12","26"
"Casual Losers/Mar-12","Moderate Miscellanea/Jul-12","19"
"Casual Losers/Mar-12","Moderate Farmers/Jul-12","13"
"Casual Losers/Mar-12","Casual Losers/Jul-12","26"
"Casual Losers/Mar-12","Forum/Jul-12","6"
"Casual Losers/Mar-12","Hardcore/Jul-12","20"
"Casual Losers/Mar-12","Moderate Losers/Jul-12","19"
"Casual Losers/Mar-12","Hardcore/Aug-12","18"
"Casual Losers/Mar-12","Casual Losers/Aug-12","20"
"Casual Losers/Mar-12","Casual Winners/Aug-12","13"
"Casual Losers/Mar-12","Moderate Losers/Aug-12","15"
"Casual Losers/Mar-12","Moderate Winners/Aug-12","16"
"Casual Losers/Mar-12","Moderate Farmers/Aug-12","10"
"Casual Losers/Mar-12","Casual Winners/Sep-12","22"
"Casual Losers/Mar-12","Moderate Farmers/Sep-12","12"
"Casual Losers/Mar-12","Hardcore/Sep-12","19"
"Casual Losers/Mar-12","Casual Losers/Sep-12","10"
"Casual Losers/Mar-12","Moderate Losers/Sep-12","7"
"Casual Losers/Mar-12","Forum/Sep-12","10"
"Casual Losers/Mar-12","Hardcore/Oct-12","15"
"Casual Losers/Mar-12","Moderate Farmers/Oct-12","15"
"Casual Losers/Mar-12","Casual Losers/Oct-12","12"
"Casual Losers/Mar-12","Forum/Oct-12","6"
"Casual Losers/Mar-12","Casual Winners/Oct-12","12"
"Casual Losers/Mar-12","Moderate Miscellanea/Oct-12","7"
"Casual Losers/Mar-12","Casual/Nov-12","15"
"Casual Losers/Mar-12","Hardcore/Nov-12","12"
"Casual Losers/Mar-12","Moderate Farmers/Nov-12","9"
"Casual Losers/Mar-12","Moderate Miscellanea/Nov-12","13"
"Casual Losers/Mar-12","Forum/Nov-12","3"
"Casual Losers/Mar-12","Casual/Dec-12","13"
"Casual Losers/Mar-12","Moderate Farmers/Dec-12","5"
"Casual Losers/Mar-12","Moderate Miscellanea/Dec-12","2"
"Casual Losers/Mar-12","Hardcore/Dec-12","5"
"Casual Losers/Mar-12","Forum/Dec-12","1"
"Hardcore/Mar-12","Moderate Farmers/Nov-11","44"
"Hardcore/Mar-12","Casual Winners/Nov-11","46"
"Hardcore/Mar-12","Casual Losers/Nov-11","28"
"Hardcore/Mar-12","Forum/Nov-11","22"
"Hardcore/Mar-12","Moderate/Nov-11","57"
"Hardcore/Mar-12","Hardcore/Nov-11","209"
"Hardcore/Mar-12","Casual Winners/Dec-11","26"
"Hardcore/Mar-12","Casual Losers/Dec-11","32"
"Hardcore/Mar-12","Moderate Farmers/Dec-11","81"
"Hardcore/Mar-12","Hardcore/Dec-11","283"
"Hardcore/Mar-12","Forum/Dec-11","57"
"Hardcore/Mar-12","Moderate/Dec-11","45"
"Hardcore/Mar-12","Moderate Losers/Jan-12","45"
"Hardcore/Mar-12","Moderate Miscellanea/Jan-12","52"
"Hardcore/Mar-12","Casual Losers/Jan-12","21"
"Hardcore/Mar-12","Hardcore/Jan-12","313"
"Hardcore/Mar-12","Casual Winners/Jan-12","28"
"Hardcore/Mar-12","Forum/Jan-12","41"
"Hardcore/Mar-12","Moderate Farmers/Jan-12","50"
"Hardcore/Mar-12","Moderate Farmers/Feb-12","81"
"Hardcore/Mar-12","Moderate Losers/Feb-12","49"
"Hardcore/Mar-12","Casual Losers/Feb-12","12"
"Hardcore/Mar-12","Hardcore/Feb-12","375"
"Hardcore/Mar-12","Casual Winners/Feb-12","23"
"Hardcore/Mar-12","Forum/Feb-12","40"
"Hardcore/Mar-12","Casual Forum/Feb-12","7"
"Hardcore/Mar-12","Casual Forum/Mar-12","0"
"Hardcore/Mar-12","Casual Winners/Mar-12","0"
"Hardcore/Mar-12","Moderate Miscellanea/Mar-12","0"
"Hardcore/Mar-12","Casual Losers/Mar-12","0"
"Hardcore/Mar-12","Hardcore/Mar-12","723"
"Hardcore/Mar-12","Forum/Mar-12","0"
"Hardcore/Mar-12","Moderate Farmers/Mar-12","0"
"Hardcore/Mar-12","Casual Winners/Apr-12","28"
"Hardcore/Mar-12","Casual Losers/Apr-12","21"
"Hardcore/Mar-12","Casual Forum/Apr-12","7"
"Hardcore/Mar-12","Moderate Miscellanea/Apr-12","81"
"Hardcore/Mar-12","Moderate Farmers/Apr-12","66"
"Hardcore/Mar-12","Forum/Apr-12","36"
"Hardcore/Mar-12","Hardcore/Apr-12","346"
"Hardcore/Mar-12","Hardcore/May-12","255"
"Hardcore/Mar-12","Casual Forum/May-12","8"
"Hardcore/Mar-12","Casual Winners/May-12","32"
"Hardcore/Mar-12","Casual Losers/May-12","22"
"Hardcore/Mar-12","Moderate Miscellanea/May-12","64"
"Hardcore/Mar-12","Forum/May-12","28"
"Hardcore/Mar-12","Moderate Farmers/May-12","85"
"Hardcore/Mar-12","Hardcore/Jun-12","178"
"Hardcore/Mar-12","Moderate Losers/Jun-12","56"
"Hardcore/Mar-12","Moderate Miscellanea/Jun-12","47"
"Hardcore/Mar-12","Casual Losers/Jun-12","33"
"Hardcore/Mar-12","Moderate Farmers/Jun-12","30"
"Hardcore/Mar-12","Forum/Jun-12","39"
"Hardcore/Mar-12","Casual Winners/Jun-12","28"
"Hardcore/Mar-12","Casual Winners/Jul-12","31"
"Hardcore/Mar-12","Moderate Miscellanea/Jul-12","55"
"Hardcore/Mar-12","Moderate Farmers/Jul-12","37"
"Hardcore/Mar-12","Casual Losers/Jul-12","14"
"Hardcore/Mar-12","Forum/Jul-12","12"
"Hardcore/Mar-12","Hardcore/Jul-12","152"
"Hardcore/Mar-12","Moderate Losers/Jul-12","33"
"Hardcore/Mar-12","Hardcore/Aug-12","128"
"Hardcore/Mar-12","Casual Losers/Aug-12","16"
"Hardcore/Mar-12","Casual Winners/Aug-12","23"
"Hardcore/Mar-12","Moderate Losers/Aug-12","31"
"Hardcore/Mar-12","Moderate Winners/Aug-12","39"
"Hardcore/Mar-12","Moderate Farmers/Aug-12","37"
"Hardcore/Mar-12","Casual Winners/Sep-12","33"
"Hardcore/Mar-12","Moderate Farmers/Sep-12","50"
"Hardcore/Mar-12","Hardcore/Sep-12","110"
"Hardcore/Mar-12","Casual Losers/Sep-12","10"
"Hardcore/Mar-12","Moderate Losers/Sep-12","23"
"Hardcore/Mar-12","Forum/Sep-12","15"
"Hardcore/Mar-12","Hardcore/Oct-12","98"
"Hardcore/Mar-12","Moderate Farmers/Oct-12","51"
"Hardcore/Mar-12","Casual Losers/Oct-12","7"
"Hardcore/Mar-12","Forum/Oct-12","15"
"Hardcore/Mar-12","Casual Winners/Oct-12","26"
"Hardcore/Mar-12","Moderate Miscellanea/Oct-12","22"
"Hardcore/Mar-12","Casual/Nov-12","28"
"Hardcore/Mar-12","Hardcore/Nov-12","91"
"Hardcore/Mar-12","Moderate Farmers/Nov-12","33"
"Hardcore/Mar-12","Moderate Miscellanea/Nov-12","28"
"Hardcore/Mar-12","Forum/Nov-12","9"
"Hardcore/Mar-12","Casual/Dec-12","14"
"Hardcore/Mar-12","Moderate Farmers/Dec-12","24"
"Hardcore/Mar-12","Moderate Miscellanea/Dec-12","19"
"Hardcore/Mar-12","Hardcore/Dec-12","40"
"Hardcore/Mar-12","Forum/Dec-12","3"
"Forum/Mar-12","Moderate Farmers/Nov-11","9"
"Forum/Mar-12","Casual Winners/Nov-11","5"
"Forum/Mar-12","Casual Losers/Nov-11","6"
"Forum/Mar-12","Forum/Nov-11","15"
"Forum/Mar-12","Moderate/Nov-11","11"
"Forum/Mar-12","Hardcore/Nov-11","32"
"Forum/Mar-12","Casual Winners/Dec-11","3"
"Forum/Mar-12","Casual Losers/Dec-11","2"
"Forum/Mar-12","Moderate Farmers/Dec-11","15"
"Forum/Mar-12","Hardcore/Dec-11","30"
"Forum/Mar-12","Forum/Dec-11","35"
"Forum/Mar-12","Moderate/Dec-11","7"
"Forum/Mar-12","Moderate Losers/Jan-12","4"
"Forum/Mar-12","Moderate Miscellanea/Jan-12","8"
"Forum/Mar-12","Casual Losers/Jan-12","0"
"Forum/Mar-12","Hardcore/Jan-12","29"
"Forum/Mar-12","Casual Winners/Jan-12","7"
"Forum/Mar-12","Forum/Jan-12","41"
"Forum/Mar-12","Moderate Farmers/Jan-12","2"
"Forum/Mar-12","Moderate Farmers/Feb-12","7"
"Forum/Mar-12","Moderate Losers/Feb-12","6"
"Forum/Mar-12","Casual Losers/Feb-12","1"
"Forum/Mar-12","Hardcore/Feb-12","19"
"Forum/Mar-12","Casual Winners/Feb-12","3"
"Forum/Mar-12","Forum/Feb-12","36"
"Forum/Mar-12","Casual Forum/Feb-12","21"
"Forum/Mar-12","Casual Forum/Mar-12","0"
"Forum/Mar-12","Casual Winners/Mar-12","0"
"Forum/Mar-12","Moderate Miscellanea/Mar-12","0"
"Forum/Mar-12","Casual Losers/Mar-12","0"
"Forum/Mar-12","Hardcore/Mar-12","0"
"Forum/Mar-12","Forum/Mar-12","109"
"Forum/Mar-12","Moderate Farmers/Mar-12","0"
"Forum/Mar-12","Casual Winners/Apr-12","4"
"Forum/Mar-12","Casual Losers/Apr-12","3"
"Forum/Mar-12","Casual Forum/Apr-12","7"
"Forum/Mar-12","Moderate Miscellanea/Apr-12","14"
"Forum/Mar-12","Moderate Farmers/Apr-12","7"
"Forum/Mar-12","Forum/Apr-12","41"
"Forum/Mar-12","Hardcore/Apr-12","29"
"Forum/Mar-12","Hardcore/May-12","18"
"Forum/Mar-12","Casual Forum/May-12","13"
"Forum/Mar-12","Casual Winners/May-12","3"
"Forum/Mar-12","Casual Losers/May-12","3"
"Forum/Mar-12","Moderate Miscellanea/May-12","13"
"Forum/Mar-12","Forum/May-12","34"
"Forum/Mar-12","Moderate Farmers/May-12","3"
"Forum/Mar-12","Hardcore/Jun-12","17"
"Forum/Mar-12","Moderate Losers/Jun-12","6"
"Forum/Mar-12","Moderate Miscellanea/Jun-12","9"
"Forum/Mar-12","Casual Losers/Jun-12","4"
"Forum/Mar-12","Moderate Farmers/Jun-12","4"
"Forum/Mar-12","Forum/Jun-12","32"
"Forum/Mar-12","Casual Winners/Jun-12","8"
"Forum/Mar-12","Casual Winners/Jul-12","9"
"Forum/Mar-12","Moderate Miscellanea/Jul-12","7"
"Forum/Mar-12","Moderate Farmers/Jul-12","0"
"Forum/Mar-12","Casual Losers/Jul-12","4"
"Forum/Mar-12","Forum/Jul-12","23"
"Forum/Mar-12","Hardcore/Jul-12","17"
"Forum/Mar-12","Moderate Losers/Jul-12","6"
"Forum/Mar-12","Hardcore/Aug-12","22"
"Forum/Mar-12","Casual Losers/Aug-12","1"
"Forum/Mar-12","Casual Winners/Aug-12","9"
"Forum/Mar-12","Moderate Losers/Aug-12","6"
"Forum/Mar-12","Moderate Winners/Aug-12","15"
"Forum/Mar-12","Moderate Farmers/Aug-12","7"
"Forum/Mar-12","Casual Winners/Sep-12","6"
"Forum/Mar-12","Moderate Farmers/Sep-12","6"
"Forum/Mar-12","Hardcore/Sep-12","8"
"Forum/Mar-12","Casual Losers/Sep-12","4"
"Forum/Mar-12","Moderate Losers/Sep-12","3"
"Forum/Mar-12","Forum/Sep-12","19"
"Forum/Mar-12","Hardcore/Oct-12","9"
"Forum/Mar-12","Moderate Farmers/Oct-12","7"
"Forum/Mar-12","Casual Losers/Oct-12","2"
"Forum/Mar-12","Forum/Oct-12","14"
"Forum/Mar-12","Casual Winners/Oct-12","4"
"Forum/Mar-12","Moderate Miscellanea/Oct-12","3"
"Forum/Mar-12","Casual/Nov-12","7"
"Forum/Mar-12","Hardcore/Nov-12","9"
"Forum/Mar-12","Moderate Farmers/Nov-12","10"
"Forum/Mar-12","Moderate Miscellanea/Nov-12","1"
"Forum/Mar-12","Forum/Nov-12","7"
"Forum/Mar-12","Casual/Dec-12","5"
"Forum/Mar-12","Moderate Farmers/Dec-12","5"
"Forum/Mar-12","Moderate Miscellanea/Dec-12","1"
"Forum/Mar-12","Hardcore/Dec-12","4"
"Forum/Mar-12","Forum/Dec-12","2"
"Moderate Farmers/Mar-12","Moderate Farmers/Nov-11","38"
"Moderate Farmers/Mar-12","Casual Winners/Nov-11","45"
"Moderate Farmers/Mar-12","Casual Losers/Nov-11","24"
"Moderate Farmers/Mar-12","Forum/Nov-11","10"
"Moderate Farmers/Mar-12","Moderate/Nov-11","44"
"Moderate Farmers/Mar-12","Hardcore/Nov-11","88"
"Moderate Farmers/Mar-12","Casual Winners/Dec-11","34"
"Moderate Farmers/Mar-12","Casual Losers/Dec-11","32"
"Moderate Farmers/Mar-12","Moderate Farmers/Dec-11","56"
"Moderate Farmers/Mar-12","Hardcore/Dec-11","120"
"Moderate Farmers/Mar-12","Forum/Dec-11","24"
"Moderate Farmers/Mar-12","Moderate/Dec-11","75"
"Moderate Farmers/Mar-12","Moderate Losers/Jan-12","38"
"Moderate Farmers/Mar-12","Moderate Miscellanea/Jan-12","38"
"Moderate Farmers/Mar-12","Casual Losers/Jan-12","25"
"Moderate Farmers/Mar-12","Hardcore/Jan-12","111"
"Moderate Farmers/Mar-12","Casual Winners/Jan-12","20"
"Moderate Farmers/Mar-12","Forum/Jan-12","19"
"Moderate Farmers/Mar-12","Moderate Farmers/Jan-12","59"
"Moderate Farmers/Mar-12","Moderate Farmers/Feb-12","123"
"Moderate Farmers/Mar-12","Moderate Losers/Feb-12","45"
"Moderate Farmers/Mar-12","Casual Losers/Feb-12","15"
"Moderate Farmers/Mar-12","Hardcore/Feb-12","73"
"Moderate Farmers/Mar-12","Casual Winners/Feb-12","31"
"Moderate Farmers/Mar-12","Forum/Feb-12","17"
"Moderate Farmers/Mar-12","Casual Forum/Feb-12","2"
"Moderate Farmers/Mar-12","Casual Forum/Mar-12","0"
"Moderate Farmers/Mar-12","Casual Winners/Mar-12","0"
"Moderate Farmers/Mar-12","Moderate Miscellanea/Mar-12","0"
"Moderate Farmers/Mar-12","Casual Losers/Mar-12","0"
"Moderate Farmers/Mar-12","Hardcore/Mar-12","0"
"Moderate Farmers/Mar-12","Forum/Mar-12","0"
"Moderate Farmers/Mar-12","Moderate Farmers/Mar-12","443"
"Moderate Farmers/Mar-12","Casual Winners/Apr-12","50"
"Moderate Farmers/Mar-12","Casual Losers/Apr-12","28"
"Moderate Farmers/Mar-12","Casual Forum/Apr-12","5"
"Moderate Farmers/Mar-12","Moderate Miscellanea/Apr-12","46"
"Moderate Farmers/Mar-12","Moderate Farmers/Apr-12","80"
"Moderate Farmers/Mar-12","Forum/Apr-12","12"
"Moderate Farmers/Mar-12","Hardcore/Apr-12","48"
"Moderate Farmers/Mar-12","Hardcore/May-12","50"
"Moderate Farmers/Mar-12","Casual Forum/May-12","11"
"Moderate Farmers/Mar-12","Casual Winners/May-12","49"
"Moderate Farmers/Mar-12","Casual Losers/May-12","13"
"Moderate Farmers/Mar-12","Moderate Miscellanea/May-12","34"
"Moderate Farmers/Mar-12","Forum/May-12","13"
"Moderate Farmers/Mar-12","Moderate Farmers/May-12","68"
"Moderate Farmers/Mar-12","Hardcore/Jun-12","51"
"Moderate Farmers/Mar-12","Moderate Losers/Jun-12","20"
"Moderate Farmers/Mar-12","Moderate Miscellanea/Jun-12","23"
"Moderate Farmers/Mar-12","Casual Losers/Jun-12","25"
"Moderate Farmers/Mar-12","Moderate Farmers/Jun-12","28"
"Moderate Farmers/Mar-12","Forum/Jun-12","15"
"Moderate Farmers/Mar-12","Casual Winners/Jun-12","25"
"Moderate Farmers/Mar-12","Casual Winners/Jul-12","25"
"Moderate Farmers/Mar-12","Moderate Miscellanea/Jul-12","17"
"Moderate Farmers/Mar-12","Moderate Farmers/Jul-12","28"
"Moderate Farmers/Mar-12","Casual Losers/Jul-12","5"
"Moderate Farmers/Mar-12","Forum/Jul-12","10"
"Moderate Farmers/Mar-12","Hardcore/Jul-12","36"
"Moderate Farmers/Mar-12","Moderate Losers/Jul-12","15"
"Moderate Farmers/Mar-12","Hardcore/Aug-12","30"
"Moderate Farmers/Mar-12","Casual Losers/Aug-12","15"
"Moderate Farmers/Mar-12","Casual Winners/Aug-12","18"
"Moderate Farmers/Mar-12","Moderate Losers/Aug-12","7"
"Moderate Farmers/Mar-12","Moderate Winners/Aug-12","20"
"Moderate Farmers/Mar-12","Moderate Farmers/Aug-12","10"
"Moderate Farmers/Mar-12","Casual Winners/Sep-12","16"
"Moderate Farmers/Mar-12","Moderate Farmers/Sep-12","24"
"Moderate Farmers/Mar-12","Hardcore/Sep-12","27"
"Moderate Farmers/Mar-12","Casual Losers/Sep-12","6"
"Moderate Farmers/Mar-12","Moderate Losers/Sep-12","8"
"Moderate Farmers/Mar-12","Forum/Sep-12","5"
"Moderate Farmers/Mar-12","Hardcore/Oct-12","26"
"Moderate Farmers/Mar-12","Moderate Farmers/Oct-12","23"
"Moderate Farmers/Mar-12","Casual Losers/Oct-12","5"
"Moderate Farmers/Mar-12","Forum/Oct-12","3"
"Moderate Farmers/Mar-12","Casual Winners/Oct-12","15"
"Moderate Farmers/Mar-12","Moderate Miscellanea/Oct-12","8"
"Moderate Farmers/Mar-12","Casual/Nov-12","13"
"Moderate Farmers/Mar-12","Hardcore/Nov-12","23"
"Moderate Farmers/Mar-12","Moderate Farmers/Nov-12","25"
"Moderate Farmers/Mar-12","Moderate Miscellanea/Nov-12","8"
